FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2009/10,Fraser,Chilliwack General Hospital,Bowel Resection,<5,62,2.9,6
2009/10,Fraser,Chilliwack General Hospital,Breast Biopsy,<5,122,2.9,6
2009/10,Fraser,Chilliwack General Hospital,Cataract Surgery,"1,688","4,498",15.1,32.7
2009/10,Fraser,Chilliwack General Hospital,Cholecystectomy,21,143,4,9.7
2009/10,Fraser,Chilliwack General Hospital,Colostomy/Ileostomy,<5,14,5.9,10.3
2009/10,Fraser,Chilliwack General Hospital,Cone Biopsy,5,62,2.3,6.1
2009/10,Fraser,Chilliwack General Hospital,Cyst/Ganglion Removal,0,<5,,
2009/10,Fraser,Chilliwack General Hospital,D&C and Related Surgery,38,121,4.9,20.4
2009/10,Fraser,Chilliwack General Hospital,Dental Surgery,8,14,7.9,18
2009/10,Fraser,Chilliwack General Hospital,Examination Under Anaesthetic,<5,16,3.4,7.3
2009/10,Fraser,Chilliwack General Hospital,Excision Gynecomastia,<5,<5,,
2009/10,Fraser,Chilliwack General Hospital,Excision Lesion/Tumour,6,33,3.7,13.8
2009/10,Fraser,Chilliwack General Hospital,Fallopian Tube/Ovarian Surgery,51,95,4.6,18.3
2009/10,Fraser,Chilliwack General Hospital,Fistula Repair - Non Vascular,0,11,2.1,7.7
2009/10,Fraser,Chilliwack General Hospital,Foot/Ankle Surgery,6,11,7.7,26.3
2009/10,Fraser,Chilliwack General Hospital,Foreign Body Removal Surgery,<5,5,5.7,15.4
2009/10,Fraser,Chilliwack General Hospital,Fracture Repair,<5,24,2.5,6.4
2009/10,Fraser,Chilliwack General Hospital,Hand/Wrist Surgery,5,56,3.5,13.4
2009/10,Fraser,Chilliwack General Hospital,Hernia Repair - Abdominal,33,278,5,13.1
2009/10,Fraser,Chilliwack General Hospital,Hernia Repair - Hiatal,0,<5,,
2009/10,Fraser,Chilliwack General Hospital,Hip Replacement,14,117,6.7,14.8
2009/10,Fraser,Chilliwack General Hospital,Kidney/Bladder Stone Removal,<5,10,3.1,4.3
2009/10,Fraser,Chilliwack General Hospital,Knee - ACL Repair,16,57,9.6,21.6
2009/10,Fraser,Chilliwack General Hospital,Knee - Meniscectomy,9,87,5.1,14.7
2009/10,Fraser,Chilliwack General Hospital,Knee Arthroscopy,6,57,6,20
2009/10,Fraser,Chilliwack General Hospital,Knee Replacement,26,210,6.2,16.1
2009/10,Fraser,Chilliwack General Hospital,Laparoscopy,18,50,5.2,20
2009/10,Fraser,Chilliwack General Hospital,Laparotomy,<5,17,2.1,8.8
2009/10,Fraser,Chilliwack General Hospital,Ligament Surgery,0,<5,,
2009/10,Fraser,Chilliwack General Hospital,Male Reproductive Surgery,27,43,5.4,18.4
2009/10,Fraser,Chilliwack General Hospital,Mastectomy,<5,41,2,5
2009/10,Fraser,Chilliwack General Hospital,Mastoidectomy,8,18,11.7,17.7
2009/10,Fraser,Chilliwack General Hospital,Myringotomy,17,128,4.1,7.5
2009/10,Fraser,Chilliwack General Hospital,Nasal Surgery,42,56,11.1,20.2
2009/10,Fraser,Chilliwack General Hospital,Nerve Surgery,<5,<5,,
2009/10,Fraser,Chilliwack General Hospital,Oral Cavity & Pharynx Surgery,<5,6,3.2,5.1
2009/10,Fraser,Chilliwack General Hospital,Other Eye Surgery,6,9,3.4,4.4
2009/10,Fraser,Chilliwack General Hospital,Other Joint Reconstruction,7,60,6.6,29.7
2009/10,Fraser,Chilliwack General Hospital,Other Orthopaedic Surgery,28,116,5.9,25.5
2009/10,Fraser,Chilliwack General Hospital,Other Urology Surgery,56,156,4.6,16.9
2009/10,Fraser,Chilliwack General Hospital,Parotidectomy,0,<5,,
2009/10,Fraser,Chilliwack General Hospital,Prostate Surgery,31,111,7.3,18.9
2009/10,Fraser,Chilliwack General Hospital,Rectal Surgery,<5,14,5.3,11.4
2009/10,Fraser,Chilliwack General Hospital,Shoulder Surgery,16,16,9.8,14.1
2009/10,Fraser,Chilliwack General Hospital,Sinus Surgery,24,51,10,19.3
2009/10,Fraser,Chilliwack General Hospital,Skin Surgery,0,<5,,
2009/10,Fraser,Chilliwack General Hospital,Skin Tumour Removal,<5,49,5.1,20.6
2009/10,Fraser,Chilliwack General Hospital,Sphincterotomy,<5,8,2.4,8
2009/10,Fraser,Chilliwack General Hospital,Spinal/Back Surgery,<5,<5,,
2009/10,Fraser,Chilliwack General Hospital,Thyroidectomy,<5,5,3,3.5
2009/10,Fraser,Chilliwack General Hospital,Tonsillectomy/Adenoidectomy,50,132,9.3,21.2
2009/10,Fraser,Chilliwack General Hospital,Tympanoplasty,9,18,15.3,25.5
2009/10,Fraser,Chilliwack General Hospital,Uterine Surgery,70,265,9.7,18.9
2009/10,Fraser,Chilliwack General Hospital,Vaginal Repair,28,57,8,30.8
2009/10,Fraser,Chilliwack General Hospital,Vascular Surgery - Other,<5,35,0.9,2.5
2009/10,Fraser,Chilliwack General Hospital,Wound/Laceration Care,<5,28,3.9,19.5
2009/10,Fraser,Delta Hospital,Abdominoplasty,0,<5,,
2009/10,Fraser,Delta Hospital,All Other Procedures,<5,12,5.6,17.8
2009/10,Fraser,Delta Hospital,All Procedures,981,"4,431",2.7,17
2009/10,Fraser,Delta Hospital,Appendectomy,0,<5,,
2009/10,Fraser,Delta Hospital,Bariatric Surgery,5,17,6.3,21.8
2009/10,Fraser,Delta Hospital,Biopsy in OR,<5,27,1.7,13.1
2009/10,Fraser,Delta Hospital,Bladder Surgery,45,139,1.6,3.8
2009/10,Fraser,Delta Hospital,Breast Biopsy,6,81,1.7,4
2009/10,Fraser,Delta Hospital,Breast Reconstruction,<5,6,1.4,23
2009/10,Fraser,Delta Hospital,Breast Reduction,39,81,12.1,40.1
2009/10,Fraser,Delta Hospital,Cataract Surgery,238,615,12.4,26.9
2009/10,Fraser,Delta Hospital,Cholecystectomy,36,451,1.9,7.1
2009/10,Fraser,Delta Hospital,Cone Biopsy,0,<5,,
2009/10,Fraser,Delta Hospital,Cyst/Ganglion Removal,0,15,2.4,8
2009/10,Fraser,Delta Hospital,D&C and Related Surgery,82,443,1.3,7.4
2009/10,Fraser,Delta Hospital,Dental Surgery,<5,25,1.9,17.7
2009/10,Fraser,Delta Hospital,Examination Under Anaesthetic,0,13,2.6,7.5
2009/10,Fraser,Delta Hospital,Excision Gynecomastia,5,18,4.9,17.5
2009/10,Fraser,Delta Hospital,Excision Lesion/Tumour,5,33,1.6,12.5
2009/10,Fraser,Delta Hospital,Facial Bone Reconstruction,0,26,2.9,3.9
2009/10,Fraser,Delta Hospital,Fallopian Tube/Ovarian Surgery,15,71,1.6,5.3
2009/10,Fraser,Delta Hospital,Fistula Repair - Non Vascular,<5,12,2.1,7.4
2009/10,Fraser,Delta Hospital,Foot/Ankle Surgery,17,29,3.9,16.1
2009/10,Fraser,Delta Hospital,Foreign Body Removal Surgery,0,<5,,
2009/10,Fraser,Delta Hospital,Fracture Repair,7,13,1.6,15
2009/10,Fraser,Delta Hospital,Free Flap Graft,0,<5,,
2009/10,Fraser,Delta Hospital,Gastrostomy/Jejunostomy,0,<5,,
2009/10,Fraser,Delta Hospital,Hand/Wrist Surgery,10,20,2.9,10.2
2009/10,Fraser,Delta Hospital,Hernia Repair - Abdominal,79,432,1.7,11
2009/10,Fraser,Delta Hospital,Kidney/Bladder Stone Removal,0,5,1.9,4
2009/10,Fraser,Delta Hospital,Knee - ACL Repair,11,44,3.9,14.4
2009/10,Fraser,Delta Hospital,Knee - Meniscectomy,9,58,4.9,18.5
2009/10,Fraser,Delta Hospital,Knee Arthroscopy,76,768,2.6,9.6
2009/10,Fraser,Delta Hospital,Laparoscopy,<5,55,1.3,2.1
2009/10,Fraser,Delta Hospital,Ligament Surgery,0,<5,,
2009/10,Fraser,Delta Hospital,Male Reproductive Surgery,5,12,5.4,10.8
2009/10,Fraser,Delta Hospital,Mastectomy,<5,45,1.6,5
2009/10,Fraser,Delta Hospital,Nasal Surgery,18,33,10.1,27.9
2009/10,Fraser,Delta Hospital,Nerve Surgery,0,<5,,
2009/10,Fraser,Delta Hospital,Other Eye Surgery,93,277,5.1,30.5
2009/10,Fraser,Delta Hospital,Other Joint Reconstruction,6,9,2.1,4.2
2009/10,Fraser,Delta Hospital,Other Orthopaedic Surgery,21,63,4.9,19.8
2009/10,Fraser,Delta Hospital,Other Urology Surgery,9,26,3,6.6
2009/10,Fraser,Delta Hospital,Prostate Surgery,8,14,3.1,6.5
2009/10,Fraser,Delta Hospital,Rectal Surgery,16,51,1.7,16.3
2009/10,Fraser,Delta Hospital,Sinus Surgery,<5,<5,,
2009/10,Fraser,Delta Hospital,Skin Surgery,7,13,4.6,22.3
2009/10,Fraser,Delta Hospital,Skin Tumour Removal,50,208,2.1,13.4
2009/10,Fraser,Delta Hospital,Sphincterotomy,<5,<5,,
2009/10,Fraser,Delta Hospital,Tendon Surgery,<5,<5,,
2009/10,Fraser,Delta Hospital,Thyroidectomy,<5,0,,
2009/10,Fraser,Delta Hospital,Tonsillectomy/Adenoidectomy,10,12,10.8,28.5
2009/10,Fraser,Delta Hospital,Uterine Surgery,<5,25,0.7,1.8
2009/10,Fraser,Delta Hospital,Vaginal Repair,5,25,5.7,15.7
2009/10,Fraser,Delta Hospital,Varicose Veins Ligation/Stripping,15,38,5.8,11.3
2009/10,Fraser,Delta Hospital,Wound/Laceration Care,8,41,3,12.6
2009/10,Fraser,Eagle Ridge Hospital,Abdominoplasty,<5,12,12.7,17.7
2009/10,Fraser,Eagle Ridge Hospital,All Other Procedures,115,235,4.7,20
2009/10,Fraser,Eagle Ridge Hospital,All Procedures,"2,671","5,328",6.7,24.4
2009/10,Fraser,Eagle Ridge Hospital,Appendectomy,0,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Biopsy in OR,6,39,2.7,4.8
2009/10,Fraser,Eagle Ridge Hospital,Bladder Surgery,49,185,4,17.2
2009/10,Fraser,Eagle Ridge Hospital,Bowel Resection,0,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Breast Biopsy,7,47,2,7.9
2009/10,Fraser,Eagle Ridge Hospital,Breast Reconstruction,18,48,5.3,26
2009/10,Fraser,Eagle Ridge Hospital,Breast Reduction,134,129,16.3,47.1
2009/10,Fraser,Eagle Ridge Hospital,Cholecystectomy,130,278,6.9,19.1
2009/10,Fraser,Eagle Ridge Hospital,Colostomy/Ileostomy,<5,14,10,15.9
2009/10,Fraser,Eagle Ridge Hospital,Cone Biopsy,<5,36,4.2,13.2
2009/10,Fraser,Eagle Ridge Hospital,Cyst/Ganglion Removal,28,91,8,22.9
2009/10,Fraser,Eagle Ridge Hospital,D&C and Related Surgery,30,55,5,15.5
2009/10,Fraser,Eagle Ridge Hospital,Dental Surgery,96,160,11,44
2009/10,Fraser,Eagle Ridge Hospital,Esophagectomy,0,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Examination Under Anaesthetic,8,50,2.6,8.3
2009/10,Fraser,Eagle Ridge Hospital,Excision Gynecomastia,<5,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Excision Lesion/Tumour,30,95,3.6,9.9
2009/10,Fraser,Eagle Ridge Hospital,Facial Bone Reconstruction,0,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Fallopian Tube/Ovarian Surgery,33,67,5.9,16.2
2009/10,Fraser,Eagle Ridge Hospital,Fistula Repair - Non Vascular,<5,6,2.4,6.9
2009/10,Fraser,Eagle Ridge Hospital,Foot/Ankle Surgery,<5,0,,
2009/10,Fraser,Eagle Ridge Hospital,Foreign Body Removal Surgery,<5,9,1.6,10.4
2009/10,Fraser,Eagle Ridge Hospital,Fracture Repair,11,110,0.4,6.6
2009/10,Fraser,Eagle Ridge Hospital,Free Flap Graft,0,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Hand/Wrist Surgery,54,113,7.9,19.3
2009/10,Fraser,Eagle Ridge Hospital,Hernia Repair - Abdominal,223,420,8.6,23.9
2009/10,Fraser,Eagle Ridge Hospital,Hip Replacement,30,48,14,25
2009/10,Fraser,Eagle Ridge Hospital,Kidney/Bladder Stone Removal,0,17,4,4.7
2009/10,Fraser,Eagle Ridge Hospital,Knee - ACL Repair,72,137,12,24.3
2009/10,Fraser,Eagle Ridge Hospital,Knee - Meniscectomy,45,7,12.7,22.7
2009/10,Fraser,Eagle Ridge Hospital,Knee Arthroscopy,117,183,10.7,29.7
2009/10,Fraser,Eagle Ridge Hospital,Knee Replacement,101,82,16.6,31.9
2009/10,Fraser,Eagle Ridge Hospital,Laparoscopy,22,54,3.1,10.5
2009/10,Fraser,Eagle Ridge Hospital,Laparotomy,<5,10,3.1,12.7
2009/10,Fraser,Eagle Ridge Hospital,Ligament Surgery,<5,14,1.7,8.7
2009/10,Fraser,Eagle Ridge Hospital,Lipectomy,<5,9,10.1,22.7
2009/10,Fraser,Eagle Ridge Hospital,Male Reproductive Surgery,21,175,3.7,6.5
2009/10,Fraser,Eagle Ridge Hospital,Mastectomy,12,81,2.7,11.9
2009/10,Fraser,Eagle Ridge Hospital,Mastoidectomy,0,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Myringotomy,13,45,6,9.9
2009/10,Fraser,Eagle Ridge Hospital,Nasal Surgery,202,172,11.9,42.8
2009/10,Fraser,Eagle Ridge Hospital,Nerve Surgery,53,124,7.4,24.1
2009/10,Fraser,Eagle Ridge Hospital,Oral Cavity & Pharynx Surgery,0,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Other Ear Surgery,<5,13,11.9,21.5
2009/10,Fraser,Eagle Ridge Hospital,Other Eye Surgery,8,5,15.9,51.5
2009/10,Fraser,Eagle Ridge Hospital,Other Joint Reconstruction,20,36,7.9,22.6
2009/10,Fraser,Eagle Ridge Hospital,Other Orthopaedic Surgery,104,325,7.9,23.9
2009/10,Fraser,Eagle Ridge Hospital,Other Urology Surgery,37,156,3.7,7.2
2009/10,Fraser,Eagle Ridge Hospital,Parotidectomy,7,29,4,7.2
2009/10,Fraser,Eagle Ridge Hospital,Prostate Surgery,8,17,26,48
2009/10,Fraser,Eagle Ridge Hospital,Rectal Surgery,40,54,7.1,15.5
2009/10,Fraser,Eagle Ridge Hospital,Shoulder Surgery,77,166,8.9,22.9
2009/10,Fraser,Eagle Ridge Hospital,Sinus Surgery,10,19,9.1,15.2
2009/10,Fraser,Eagle Ridge Hospital,Skin Surgery,27,68,7.2,25.1
2009/10,Fraser,Eagle Ridge Hospital,Skin Tumour Removal,37,129,4,17.8
2009/10,Fraser,Eagle Ridge Hospital,Sphincterotomy,<5,8,3.8,10.1
2009/10,Fraser,Eagle Ridge Hospital,Spinal/Back Surgery,348,229,18.9,45.1
2009/10,Fraser,Eagle Ridge Hospital,Tendon Surgery,8,41,0.4,12.9
2009/10,Fraser,Eagle Ridge Hospital,Thyroidectomy,11,129,4,7.5
2009/10,Fraser,Eagle Ridge Hospital,Tonsillectomy/Adenoidectomy,85,175,8.9,19
2009/10,Fraser,Eagle Ridge Hospital,Tympanoplasty,<5,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Uterine Surgery,99,216,6,16.1
2009/10,Fraser,Eagle Ridge Hospital,Vaginal Repair,13,12,7.6,10
2009/10,Fraser,Eagle Ridge Hospital,Varicose Veins Ligation/Stripping,10,17,5,11.1
2009/10,Fraser,Eagle Ridge Hospital,Vascular Surgery - Other,0,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Wound/Laceration Care,26,100,7.1,22.2
2009/10,Fraser,Langley Memorial Hospital,All Other Procedures,<5,31,3.1,21
2009/10,Fraser,Langley Memorial Hospital,All Procedures,"1,510","6,234",6,28.3
2009/10,Fraser,Langley Memorial Hospital,Appendectomy,<5,8,5,12.8
2009/10,Fraser,Langley Memorial Hospital,Biopsy in OR,<5,61,2.1,6
2009/10,Fraser,Langley Memorial Hospital,Bladder Surgery,40,209,4.1,27.7
2009/10,Fraser,Langley Memorial Hospital,Bowel Resection,11,80,3.3,11.2
2009/10,Fraser,Langley Memorial Hospital,Breast Biopsy,<5,77,2.3,5.3
2009/10,Fraser,Langley Memorial Hospital,Cataract Surgery,330,"1,299",4.7,18.9
2009/10,Fraser,Langley Memorial Hospital,Cholecystectomy,43,217,6.1,28.8
2009/10,Fraser,Langley Memorial Hospital,Colostomy/Ileostomy,7,17,5.7,26.2
2009/10,Fraser,Langley Memorial Hospital,Cone Biopsy,<5,16,2.7,5.9
2009/10,Fraser,Langley Memorial Hospital,Cyst/Ganglion Removal,0,18,4.6,14.7
2009/10,Fraser,Langley Memorial Hospital,D&C and Related Surgery,27,284,4.1,13.1
2009/10,Fraser,Langley Memorial Hospital,Dental Surgery,49,217,5.6,17
2009/10,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,6,17,3.4,16.4
2009/10,Fraser,Langley Memorial Hospital,Excision Gynecomastia,0,<5,,
2009/10,Fraser,Langley Memorial Hospital,Excision Lesion/Tumour,9,71,3.6,14.4
2009/10,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,18,42,6.1,15.4
2009/10,Fraser,Langley Memorial Hospital,Fallopian Tube/Ovarian Surgery,25,170,8.4,31
2009/10,Fraser,Langley Memorial Hospital,Fistula Repair - Non Vascular,<5,10,1.6,14.4
2009/10,Fraser,Langley Memorial Hospital,Foot/Ankle Surgery,12,66,21.6,35.3
2009/10,Fraser,Langley Memorial Hospital,Foreign Body Removal Surgery,<5,14,1.1,15.8
2009/10,Fraser,Langley Memorial Hospital,Fracture Repair,11,26,0.9,18.1
2009/10,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,13,43,17.6,54.3
2009/10,Fraser,Langley Memorial Hospital,Hernia Repair - Abdominal,94,310,9.4,35.7
2009/10,Fraser,Langley Memorial Hospital,Hip Replacement,37,111,14.9,31.7
2009/10,Fraser,Langley Memorial Hospital,Kidney/Bladder Stone Removal,<5,15,3.7,10.3
2009/10,Fraser,Langley Memorial Hospital,Knee - ACL Repair,12,37,10.1,36.7
2009/10,Fraser,Langley Memorial Hospital,Knee - Meniscectomy,45,138,20.3,121
2009/10,Fraser,Langley Memorial Hospital,Knee Arthroscopy,80,266,10.1,27
2009/10,Fraser,Langley Memorial Hospital,Knee Replacement,105,239,16,36.5
2009/10,Fraser,Langley Memorial Hospital,Laparoscopy,15,116,5.6,16
2009/10,Fraser,Langley Memorial Hospital,Laparotomy,<5,18,3.4,17
2009/10,Fraser,Langley Memorial Hospital,Ligament Surgery,<5,5,20.3,45.5
2009/10,Fraser,Langley Memorial Hospital,Male Reproductive Surgery,10,83,2,3.1
2009/10,Fraser,Langley Memorial Hospital,Mastectomy,<5,25,1.4,5.5
2009/10,Fraser,Langley Memorial Hospital,Myringotomy,10,67,5,12
2009/10,Fraser,Langley Memorial Hospital,Nasal Surgery,13,31,10,19
2009/10,Fraser,Langley Memorial Hospital,Nerve Surgery,<5,<5,,
2009/10,Fraser,Langley Memorial Hospital,Oral Cavity & Pharynx Surgery,<5,6,3.6,11.7
2009/10,Fraser,Langley Memorial Hospital,Other Eye Surgery,<5,<5,,
2009/10,Fraser,Langley Memorial Hospital,Other Joint Reconstruction,47,155,24,114
2009/10,Fraser,Langley Memorial Hospital,Other Orthopaedic Surgery,77,206,11.3,58.3
2009/10,Fraser,Langley Memorial Hospital,Other Urology Surgery,21,338,2.1,7
2009/10,Fraser,Langley Memorial Hospital,Parotidectomy,<5,<5,,
2009/10,Fraser,Langley Memorial Hospital,Prostate Surgery,6,128,2.1,4.4
2009/10,Fraser,Langley Memorial Hospital,Rectal Surgery,12,34,7.9,27.4
2009/10,Fraser,Langley Memorial Hospital,Shoulder Surgery,51,155,24.7,56.4
2009/10,Fraser,Langley Memorial Hospital,Sinus Surgery,8,24,10,16.4
2009/10,Fraser,Langley Memorial Hospital,Skin Surgery,0,<5,,
2009/10,Fraser,Langley Memorial Hospital,Skin Tumour Removal,41,139,9.3,29.1
2009/10,Fraser,Langley Memorial Hospital,Sphincterotomy,<5,<5,,
2009/10,Fraser,Langley Memorial Hospital,Tendon Surgery,<5,9,16.6,32.7
2009/10,Fraser,Langley Memorial Hospital,Thyroidectomy,0,8,8.6,10.9
2009/10,Fraser,Langley Memorial Hospital,Tonsillectomy/Adenoidectomy,25,89,9,14.2
2009/10,Fraser,Langley Memorial Hospital,Tympanoplasty,5,19,9,18.9
2009/10,Fraser,Langley Memorial Hospital,Uterine Surgery,120,345,11,23.8
2009/10,Fraser,Langley Memorial Hospital,Vaginal Repair,22,53,16.9,36.9
2009/10,Fraser,Langley Memorial Hospital,Varicose Veins Ligation/Stripping,0,<5,,
2009/10,Fraser,Langley Memorial Hospital,Wound/Laceration Care,20,53,4.9,33.9
2009/10,Fraser,Mission Memorial Hospital,All Procedures,0,405,6,36.1
2009/10,Fraser,Mission Memorial Hospital,Bladder Surgery,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,D&C and Related Surgery,0,9,8.9,23.7
2009/10,Fraser,Mission Memorial Hospital,Dental Surgery,0,36,3.9,6.1
2009/10,Fraser,Mission Memorial Hospital,Examination Under Anaesthetic,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Excision Gynecomastia,0,5,49.7,88.6
2009/10,Fraser,Mission Memorial Hospital,Excision Lesion/Tumour,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Fallopian Tube/Ovarian Surgery,0,21,15,29.4
2009/10,Fraser,Mission Memorial Hospital,Fistula Repair - Non Vascular,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Foot/Ankle Surgery,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Foreign Body Removal Surgery,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Fracture Repair,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Hand/Wrist Surgery,0,34,3.2,15.1
2009/10,Fraser,Mission Memorial Hospital,Hernia Repair - Abdominal,0,24,2.9,30.8
2009/10,Fraser,Mission Memorial Hospital,Knee - Meniscectomy,0,50,2.7,4.9
2009/10,Fraser,Mission Memorial Hospital,Knee Arthroscopy,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Laparoscopy,0,7,8.4,19.2
2009/10,Fraser,Mission Memorial Hospital,Myringotomy,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Nasal Surgery,0,30,10.4,22.6
2009/10,Fraser,Mission Memorial Hospital,Nerve Surgery,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Other Eye Surgery,0,5,42.6,86.5
2009/10,Fraser,Mission Memorial Hospital,Other Orthopaedic Surgery,0,33,3.7,7.1
2009/10,Fraser,Mission Memorial Hospital,Rectal Surgery,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Sinus Surgery,0,32,9.6,18.1
2009/10,Fraser,Mission Memorial Hospital,Skin Surgery,0,5,60.7,65.7
2009/10,Fraser,Mission Memorial Hospital,Skin Tumour Removal,0,24,3.6,13.2
2009/10,Fraser,Mission Memorial Hospital,Tendon Surgery,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Tonsillectomy/Adenoidectomy,0,25,20.7,28.6
2009/10,Fraser,Mission Memorial Hospital,Tympanoplasty,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Uterine Surgery,0,<5,,
2009/10,Fraser,Mission Memorial Hospital,Varicose Veins Ligation/Stripping,0,41,43.9,70.3
2009/10,Fraser,Mission Memorial Hospital,Wound/Laceration Care,0,<5,,
2009/10,Fraser,Pattison Outpatient Centre,All Procedures,<5,0,,
2009/10,Fraser,Pattison Outpatient Centre,Nasal Surgery,<5,0,,
2009/10,Fraser,Peace Arch Hospital,All Other Procedures,5,27,3.4,12
2009/10,Fraser,Peace Arch Hospital,All Procedures,"1,846","3,101",8.7,41.1
2009/10,Fraser,Peace Arch Hospital,Appendectomy,0,<5,,
2009/10,Fraser,Peace Arch Hospital,Biopsy in OR,6,29,2.7,9.4
2009/10,Fraser,Peace Arch Hospital,Bladder Surgery,21,142,5.5,24.6
2009/10,Fraser,Peace Arch Hospital,Bowel Resection,7,76,2.7,5.1
2009/10,Fraser,Peace Arch Hospital,Breast Biopsy,5,86,3.2,8
2009/10,Fraser,Peace Arch Hospital,Breast Reconstruction,<5,12,3.2,5.9
2009/10,Fraser,Peace Arch Hospital,Breast Reduction,<5,19,2.6,8.1
2009/10,Fraser,Peace Arch Hospital,Cataract Surgery,607,715,27.3,56
2009/10,Fraser,Peace Arch Hospital,Cholecystectomy,36,113,7.6,17.6
2009/10,Fraser,Peace Arch Hospital,Colostomy/Ileostomy,<5,17,9.6,22.5
